,ID,subsystem
4301,DNDPt20m,"Transport, mitochondrial"
4302,DNDPt21m,"Transport, mitochondrial"
4303,DNDPt22m,"Transport, mitochondrial"
4304,DNDPt26m,"Transport, mitochondrial"
4305,DNDPt27m,"Transport, mitochondrial"
4306,DNDPt29m,"Transport, mitochondrial"
4307,DNDPt2m,"Transport, mitochondrial"
4308,DNDPt30m,"Transport, mitochondrial"
4309,DNDPt31m,"Transport, mitochondrial"
4310,DNDPt32m,"Transport, mitochondrial"
4311,DNDPt33m,"Transport, mitochondrial"
4312,DNDPt34m,"Transport, mitochondrial"
4313,DNDPt35m,"Transport, mitochondrial"
4314,DNDPt36m,"Transport, mitochondrial"
4315,DNDPt37m,"Transport, mitochondrial"
4316,DNDPt38m,"Transport, mitochondrial"
4317,DNDPt39m,"Transport, mitochondrial"
4318,DNDPt3m,"Transport, mitochondrial"
4319,DNDPt40m,"Transport, mitochondrial"
4320,DNDPt41m,"Transport, mitochondrial"
4321,DNDPt42m,"Transport, mitochondrial"
4322,DNDPt43m,"Transport, mitochondrial"
4323,DNDPt44m,"Transport, mitochondrial"
4324,DNDPt45m,"Transport, mitochondrial"
4325,DNDPt46m,"Transport, mitochondrial"
4326,DNDPt47m,"Transport, mitochondrial"
4327,DNDPt48m,"Transport, mitochondrial"
4328,DNDPt49m,"Transport, mitochondrial"
4329,DNDPt4m,"Transport, mitochondrial"
4330,DNDPt50m,"Transport, mitochondrial"
4331,DNDPt51m,"Transport, mitochondrial"
4332,DNDPt52m,"Transport, mitochondrial"
4333,DNDPt53m,"Transport, mitochondrial"
4334,DNDPt54m,"Transport, mitochondrial"
4335,DNDPt55m,"Transport, mitochondrial"
4336,DNDPt56m,"Transport, mitochondrial"
4337,DNDPt57m,"Transport, mitochondrial"
4338,DNDPt58m,"Transport, mitochondrial"
4339,DNDPt59m,"Transport, mitochondrial"
4340,DNDPt5m,"Transport, mitochondrial"
4341,DNDPt60m,"Transport, mitochondrial"
4342,DNDPt61m,"Transport, mitochondrial"
4343,DNDPt62m,"Transport, mitochondrial"
4344,DNDPt63m,"Transport, mitochondrial"
4345,DNDPt6m,"Transport, mitochondrial"
4346,DNDPt7m,"Transport, mitochondrial"
4347,DNDPt8m,"Transport, mitochondrial"
4348,DNDPt9m,"Transport, mitochondrial"
4349,DOLGLCP_Lter,N-glycan synthesis
4350,DOLICHOL_Uter,N-glycan synthesis
4351,DOLMANP_Lter,N-glycan synthesis
4352,DOLP_Uter,N-glycan synthesis
4353,DOPASFt,"Transport, extracellular"
4354,DOPAt4_2_r,"Transport, extracellular"
4355,DOPAtu,"Transport, extracellular"
4356,DOPAVESSEC,"Transport, extracellular"
4357,DPCOAtl,"Transport, lysosomal"
4358,DRIBt,"Transport, extracellular"
4359,DTDPtn,"Transport, nuclear"
4360,DTTPtn,"Transport, nuclear"
4361,DUDPtn,"Transport, nuclear"
4362,DUMPtn,"Transport, nuclear"
4363,DURIt,"Transport, extracellular"
4364,DURItn,"Transport, nuclear"
4365,EAFLATOXINte,"Transport, extracellular"
4366,EBASTINEOHte,"Transport, extracellular"
4367,EBASTINEOHtr,"Transport, endoplasmic reticular"
4368,EBASTINEte,"Transport, extracellular"
4369,EBASTINEtr,"Transport, endoplasmic reticular"
4370,EICOSTETCRNt,Fatty acid oxidation
4371,EICOSTETt,"Transport, extracellular"
4372,ELAIDCRNt,Fatty acid oxidation
4373,ELAIDt,"Transport, extracellular"
4374,ESTRADIOLGLCt,"Transport, extracellular"
4375,ESTRADIOLGLCtr,"Transport, endoplasmic reticular"
4376,ESTRADIOLt,"Transport, extracellular"
4377,ESTRADIOLtr,"Transport, endoplasmic reticular"
4378,ESTRIOLGLCte,"Transport, extracellular"
4379,ESTRIOLGLCtr,"Transport, endoplasmic reticular"
4380,ESTRIOLtr,"Transport, endoplasmic reticular"
4381,ESTRONEGLCt,"Transport, extracellular"
4382,ESTRONEGLCtr,"Transport, endoplasmic reticular"
4383,ESTRONESt,"Transport, extracellular"
4384,ESTRONESt2,"Transport, extracellular"
4385,ESTRONEtr,"Transport, endoplasmic reticular"
4386,ETOHt,"Transport, extracellular"
4387,ETOHtx,"Transport, peroxisomal"
4388,F1Atg,"Transport, golgi apparatus"
4389,FADH2tru,"Transport, endoplasmic reticular"
4390,FADH2tx,"Transport, peroxisomal"
4391,FADtru,"Transport, endoplasmic reticular"
4392,FADtx,"Transport, peroxisomal"
4393,FALDtly,"Transport, lysosomal"
4394,FALDtm,"Transport, mitochondrial"
4395,FATP1t,"Transport, extracellular"
4396,FATP2t,"Transport, extracellular"
4397,FATP3t,"Transport, extracellular"
4398,FATP4t,"Transport, extracellular"
4399,FATP5t,"Transport, extracellular"
4400,FATP6t,"Transport, extracellular"
4401,FATP7t,"Transport, extracellular"
4402,FATP8t,"Transport, extracellular"
4403,FATP9t,"Transport, extracellular"
4404,FE2t,"Transport, extracellular"
4405,FE2tm,"Transport, mitochondrial"
4406,FOLt2,"Transport, extracellular"
4407,FORMCOAtx,"Transport, peroxisomal"
4408,FORt2m,"Transport, mitochondrial"
4409,FORtr,"Transport, endoplasmic reticular"
4410,FORtrn,"Transport, nuclear"
4411,FRDPtc,"Transport, peroxisomal"
4412,FRDPtr,"Transport, peroxisomal"
4413,FRUt1r,"Transport, extracellular"
4414,FRUt4,"Transport, extracellular"
4415,FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4416,FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4417,FUC14GALACGLCGALGLUSIDEte,"Transport, extracellular"
4418,FUC14GALACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4419,FUCACGALFUCGALACGLCGALGLUSIDEte,"Transport, extracellular"
4420,FUCACGALFUCGALACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4421,FUCACNGAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4422,FUCACNGAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4423,FUCACNGALACGLCGALGLUSIDEte,"Transport, extracellular"
4424,FUCACNGALACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4425,FUCFUC12GAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4426,FUCFUC12GAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4427,FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4428,FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4429,FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4430,FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4431,FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4432,FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4433,FUCFUCGALACGLCGALGLUSIDEte,"Transport, extracellular"
4434,FUCFUCGALACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4435,FUCGAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4436,FUCGAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4437,FUCGALFUCGALACGLCGALGLUSIDEte,"Transport, extracellular"
4438,FUCGALFUCGALACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4439,FUCGALGBSIDEte,"Transport, extracellular"
4440,FUCGALGBSIDEtg,"Transport, golgi apparatus"
4441,FUCtly,"Transport, lysosomal"
4442,FUMSO3tm,"Transport, mitochondrial"
4443,FUMSO4tm,"Transport, mitochondrial"
4444,FUMtm,"Transport, mitochondrial"
4445,FUMTSULtm,"Transport, mitochondrial"
4446,G1M6MASNB1terg,N-glycan synthesis
4447,G1M7MASNBterg,N-glycan synthesis
4448,G1M7MASNCterg,N-glycan synthesis
4449,G1M8MASNterg,N-glycan synthesis
4450,G2M8MASNterg,N-glycan synthesis
4451,G3M8MASNterg,N-glycan synthesis
4452,G3PD2m,Glycolysis/gluconeogenesis
4453,G6Pter,"Transport, endoplasmic reticular"
4454,GABAVESSEC,"Transport, extracellular"
4455,GACPAILter,"Transport, endoplasmic reticular"
4456,GALACGLCGALGBSIDEte,"Transport, extracellular"
4457,GALACGLCGALGBSIDEtg,"Transport, golgi apparatus"
4458,GALFUC12GAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4459,GALFUC12GAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4460,GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4461,GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4462,GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,"Transport, extracellular"
4463,GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,"Transport, golgi apparatus"
4464,GALGALGALTHCRMte,"Transport, extracellular"
4465,GALGALGALTHCRMtg,"Transport, golgi apparatus"
4466,GALGLUSIDEtg,"Transport, golgi apparatus"
4467,GALGLUSIDEtl,"Transport, lysosomal"
4468,GALSIDEtg,"Transport, golgi apparatus"
4469,GALSIDEtl,"Transport, lysosomal"
4470,GALt1r,"Transport, extracellular"
4471,GALt2_2,"Transport, extracellular"
4472,GALt4,"Transport, extracellular"
4473,GALtly,"Transport, lysosomal"
4474,GAMt1r,"Transport, extracellular"
4475,GBSIDEte,"Transport, extracellular"
4476,GBSIDEtl,"Transport, lysosomal"
4477,GCHOLAt,"Transport, extracellular"
4478,GCHOLAt2,"Transport, extracellular"
4479,GCHOLAt3,"Transport, extracellular"
4480,GCHOLAte,"Transport, extracellular"
4481,GCHOLAtx,"Transport, peroxisomal"
4482,GD1B2te,"Transport, extracellular"
4483,GD1B2tg,"Transport, golgi apparatus"
4484,GD1Cte,"Transport, extracellular"
4485,GD1Ctg,"Transport, golgi apparatus"
4486,GDPFUCtg,"Transport, golgi apparatus"
4487,GDPtg,"Transport, golgi apparatus"
4488,GGLUCT,Glutathione metabolism
4489,GLACter,"Transport, endoplasmic reticular"
4490,GLCMter,"Transport, extracellular"
4491,GLCt2_2,"Transport, extracellular"
4492,GLCt4,"Transport, extracellular"
4493,GLCter,"Transport, endoplasmic reticular"
4494,GLCtg,"Transport, golgi apparatus"
4495,GLCtly,"Transport, lysosomal"
4496,GLCURter,"Transport, endoplasmic reticular"
4497,GLCURtly,"Transport, lysosomal"
4498,GLNALANaEx,"Transport, extracellular"
4499,GLNASNNaEx,"Transport, extracellular"
4500,GLNCYSNaEx,"Transport, extracellular"
4501,GLNSERNaEx,"Transport, extracellular"
4502,GLNt4,"Transport, extracellular"
4503,GLNTHRNaEx,"Transport, extracellular"
4504,GLNtm,"Transport, mitochondrial"
4505,GLNtN1,"Transport, extracellular"
4506,GLUt2m,"Transport, mitochondrial"
4507,GLUt6,"Transport, extracellular"
4508,GLUt7l,"Transport, lysosomal"
4509,GLUtr,"Transport, endoplasmic reticular"
4510,GLUVESSEC,"Transport, extracellular"
4511,GLXtm,"Transport, mitochondrial"
4512,GLXtp,"Transport, peroxisomal"
4513,GLYBt4_2_r,"Transport, extracellular"
4514,GLYBtm,"Transport, mitochondrial"
4515,GLYCLTtp,"Transport, peroxisomal"
4516,GLYC_St,"Transport, extracellular"
4517,GLYCtm,"Transport, mitochondrial"
4518,GLYt2r,"Transport, extracellular"
4519,GLYt2rL,"Transport, lysosomal"
4520,GLYt4,"Transport, extracellular"
4521,GLYt7_211_r,"Transport, extracellular"
4522,GLYtm,"Transport, mitochondrial"
4523,GLYtp,"Transport, peroxisomal"
4524,GLYVESSEC,"Transport, extracellular"
4525,GMPtg,"Transport, golgi apparatus"
4526,GMPtn,"Transport, nuclear"
4527,GP1CALPHAte,"Transport, extracellular"
4528,GP1CALPHAtg,"Transport, golgi apparatus"
4529,GP1Cte,"Transport, extracellular"
4530,GP1Ctg,"Transport, golgi apparatus"
4531,GQ1BALPHAte,"Transport, extracellular"
4532,GQ1BALPHAtg,"Transport, golgi apparatus"
4533,GQ1Bte,"Transport, extracellular"
4534,GQ1Btg,"Transport, golgi apparatus"
4535,GSNt,"Transport, extracellular"
4536,GSNtl,"Transport, lysosomal"
4537,GSNtm,"Transport, mitochondrial"
4538,GT1Ate,"Transport, extracellular"
4539,GT1Atg,"Transport, golgi apparatus"
4540,GTHRDt,Glutathione metabolism
4541,GTHRDtr,"Transport, endoplasmic reticular"
4542,GTMLTe,Glutathione metabolism
4543,GTPtn,"Transport, nuclear"
4544,GUAt,"Transport, extracellular"
4545,GULLACter,"Transport, endoplasmic reticular"
4546,GULNter,"Transport, endoplasmic reticular"
4547,H2O2t,"Transport, extracellular"
4548,H2O2tly,"Transport, lysosomal"
4549,H2O2tm,"Transport, mitochondrial"
4550,H2O2tn,"Transport, nuclear"
4551,H2O2tp,"Transport, peroxisomal"
4552,H2Ot,"Transport, extracellular"
4553,H2Oter,"Transport, endoplasmic reticular"
4554,H2Otg,"Transport, golgi apparatus"
4555,H2Otly,"Transport, lysosomal"
4556,H2Otm,"Transport, mitochondrial"
4557,H2Otn,"Transport, nuclear"
4558,H2Otp,"Transport, peroxisomal"
4559,HAS1,Hyaluronan metabolism
4560,HAS2,Hyaluronan metabolism
4561,HAtly,"Transport, lysosomal"
4562,HCO3_CLt,"Transport, extracellular"
4563,HCOUMARINte,"Transport, extracellular"
4564,HDCAter,"Transport, endoplasmic reticular"
4565,HDCEAtr,"Transport, extracellular"
4566,HDD2COAtx,"Transport, peroxisomal"
4567,HESTRATRIOLte,"Transport, extracellular"
4568,HESTRATRIOLtr,"Transport, endoplasmic reticular"
4569,HEXCCOAtx,"Transport, peroxisomal"
4570,HEXCCRNt,Fatty acid oxidation
4571,HEXCt,"Transport, extracellular"
4572,HISt4,"Transport, extracellular"
4573,HISTAtu,"Transport, extracellular"
4574,HISTAVESSEC,"Transport, extracellular"
4575,HIStiDF,"Transport, extracellular"
4576,HIStN1,"Transport, extracellular"
4577,HKt,"Transport, extracellular"
4578,HMGCOAtm,"Transport, mitochondrial"
4579,HMGCOAtx,"Transport, peroxisomal"
4580,HOMt4,"Transport, extracellular"
4581,HPACtr,"Transport, extracellular"
4582,HPDCACRNt,Fatty acid oxidation
4583,HPDCAt,"Transport, extracellular"
4584,HPYRtp,"Transport, peroxisomal"
4585,HRETNtn,"Transport, nuclear"
4586,HSAT1ly,Heparan sulfate degradation
4587,HSAT2ly,Heparan sulfate degradation
4588,HSAT3ly,Heparan sulfate degradation
4589,HSAT4ly,Heparan sulfate degradation
4590,HSPGt,"Transport, extracellular"
4591,HSPGtly,"Transport, lysosomal"
4592,HTAXOLte,"Transport, extracellular"
4593,Htg,"Transport, golgi apparatus"
4594,Htm,"Transport, mitochondrial"
4595,Htr,"Transport, endoplasmic reticular"
4596,Htx,"Transport, peroxisomal"
4597,HXANtl,"Transport, lysosomal"
4598,HXANtx,"Transport, peroxisomal"
4599,HYXNt,"Transport, extracellular"
4600,IDOURtly,"Transport, lysosomal"
4601,IDPtn,"Transport, nuclear"
4602,ILEt5m,"Transport, mitochondrial"
4603,ILEtec,"Transport, extracellular"
4604,INSt,"Transport, extracellular"
4605,INStl,"Transport, lysosomal"
4606,INStm,"Transport, mitochondrial"
4607,INSTt2r,"Transport, extracellular"
4608,INSTt4,"Transport, extracellular"
4609,IPDPtr,"Transport, endoplasmic reticular"
4610,IPDPtx,"Transport, peroxisomal"
4611,It,"Transport, extracellular"
4612,ITPtn,"Transport, nuclear"
4613,KCC2t,"Transport, extracellular"
4614,KCCt,"Transport, extracellular"
4615,KSII_CORE2t,"Transport, extracellular"
4616,KSII_CORE2tly,"Transport, lysosomal"
4617,KSII_CORE4t,"Transport, extracellular"
4618,KSII_CORE4tly,"Transport, lysosomal"
4619,KSIt,"Transport, extracellular"
4620,KSItly,"Transport, lysosomal"
4621,Kt3g,"Transport, golgi apparatus"
4622,LCTStg,"Transport, extracellular"
4623,LCTStl,"Transport, lysosomal"
4624,LEUKTRA4t,"Transport, extracellular"
4625,LEUKTRA4tr,"Transport, endoplasmic reticular"
4626,LEUKTRB4t,"Transport, extracellular"
4627,LEUKTRB4tr,"Transport, endoplasmic reticular"
4628,LEUKTRC4t,"Transport, extracellular"
4629,LEUKTRD4t,"Transport, extracellular"
4630,LEUKTRD4tr,"Transport, endoplasmic reticular"
4631,LEUKTRE4t,"Transport, extracellular"
4632,LEUKTRF4t,"Transport, extracellular"
4633,LEUt5m,"Transport, mitochondrial"
4634,LEUtec,"Transport, extracellular"
4635,LGNCCOAtx,"Transport, peroxisomal"
4636,LGNCCRNt,Fatty acid oxidation
4637,LIMNENte,"Transport, extracellular"
4638,LIPOti,"Transport, extracellular"
4639,L_LACDcm,Pyruvate metabolism
4640,L_LACt2r,"Transport, extracellular"
4641,L_LACt4r,"Transport, extracellular"
4642,L_LACtcm,"Transport, mitochondrial"
4643,L_LACtm,"Transport, mitochondrial"
4644,LNELDCCRNt,Fatty acid oxidation
4645,LNELDCt,"Transport, extracellular"
4646,LNLCCRNt,Fatty acid oxidation
4647,LNLCt,"Transport, extracellular"
4648,LNLNCACRNt,Fatty acid oxidation
4649,LNLNCAt,"Transport, extracellular"
4650,LNLNCGCRNt,Fatty acid oxidation
4651,LNLNCGt,"Transport, extracellular"
4652,LPCHOLt,"Transport, extracellular"
4653,LYSt4,"Transport, extracellular"
4654,LYStiDF,"Transport, extracellular"
4655,LYStip,"Transport, peroxisomal"
4656,LYStm,"Transport, mitochondrial"
4657,LYStn,"Transport, nuclear"
4658,M4MPDOL_Uter,N-glycan synthesis
4659,M7MASNBterg,N-glycan synthesis
4660,M8MASNterg,N-glycan synthesis
4661,MAGt,"Transport, extracellular"
4662,MALSO3tm,"Transport, mitochondrial"
4663,MALSO4tm,"Transport, mitochondrial"
4664,MALtm,"Transport, mitochondrial"
4665,MALTSULtm,"Transport, mitochondrial"
4666,MALTt1r,"Transport, extracellular"
4667,MANt1r,"Transport, extracellular"
4668,MANt4,"Transport, extracellular"
4669,MANter,"Transport, endoplasmic reticular"
4670,MANtg,"Transport, golgi apparatus"
4671,MANtly,"Transport, lysosomal"
4672,MEOHt2,"Transport, extracellular"
4673,MEOHtly,"Transport, lysosomal"
4674,MEOHtr,"Transport, endoplasmic reticular"
4675,MEPIVESSte,"Transport, extracellular"
4676,MERCPLACCYSt,"Transport, extracellular"
4677,METLEUex,"Transport, extracellular"
4678,METtec,"Transport, extracellular"
4679,MI13456Ptn,"Transport, nuclear"
4680,MI1346Ptn,"Transport, nuclear"
4681,MI14Ptn,"Transport, nuclear"
4682,MI1P_Dtn,"Transport, nuclear"
4683,MINOHPtn,"Transport, nuclear"
4684,MTHGXLt,"Transport, extracellular"
4685,N2M2NMASNt,"Transport, extracellular"
4686,N2M2NMASNtly,"Transport, lysosomal"
4687,NACASPtm,"Transport, mitochondrial"
4688,NADH2_u10m,Oxidative phosphorylation
4689,NADHtpu,"Transport, peroxisomal"
4690,NADHtru,"Transport, endoplasmic reticular"
4691,NADPHtru,"Transport, endoplasmic reticular"
4692,NADPHtxu,"Transport, peroxisomal"
4693,NADPtru,"Transport, endoplasmic reticular"
4694,NADPtxu,"Transport, peroxisomal"
4695,NADtn,"Transport, nuclear"
4696,NADtru,"Transport, endoplasmic reticular"
4697,NAHCO3_HCLt,"Transport, extracellular"
4698,NAIt,"Transport, extracellular"
4699,NaKt,"Transport, extracellular"
4700,NAt,"Transport, extracellular"
4701,NAt3_1,"Transport, extracellular"
4702,NAt3_1g,"Transport, golgi apparatus"
4703,NAt5,"Transport, extracellular"
4704,NAtx,"Transport, peroxisomal"
4705,NCCt,"Transport, extracellular"
4706,NCKt,"Transport, extracellular"
4707,NCNt,"Transport, extracellular"
4708,NH4t3r,"Transport, extracellular"
4709,NH4tn,"Transport, nuclear"
4710,NH4tp,"Transport, peroxisomal"
4711,NICRNTtn,"Transport, nuclear"
4712,NKCC2t,"Transport, extracellular"
4713,NKCCt,"Transport, extracellular"
4714,NMNtn,"Transport, nuclear"
4715,NPTHLte,"Transport, extracellular"
4716,NRPPHRSFt,"Transport, extracellular"
4717,NRPPHRt4_2_r,"Transport, extracellular"
4718,NRPPHRtu,"Transport, extracellular"
4719,NRPPHRVESSEC,"Transport, extracellular"
4720,NRVNCCOAtx,"Transport, peroxisomal"
4721,NRVNCCRNt,Fatty acid oxidation
4722,NRVNCt,"Transport, extracellular"
4723,NTMELYStner,"Transport, nuclear"
4724,O2St,"Transport, extracellular"
4725,O2Stm,"Transport, mitochondrial"
4726,O2Stn,"Transport, nuclear"
4727,O2Stx,"Transport, peroxisomal"
4728,O2t,"Transport, extracellular"
4729,O2ter,"Transport, endoplasmic reticular"
4730,O2tm,"Transport, mitochondrial"
4731,O2tn,"Transport, nuclear"
4732,O2tp,"Transport, peroxisomal"
4733,OAGD3te,"Transport, extracellular"
4734,OAGD3tg,"Transport, golgi apparatus"
4735,OAGT3te,"Transport, extracellular"
4736,OAGT3tg,"Transport, golgi apparatus"
4737,OCCOAtm,"Transport, mitochondrial"
4738,OCCOAtx,"Transport, peroxisomal"
4739,OCDCEAtr,"Transport, extracellular"
4740,OCTAt,"Transport, extracellular"
4741,ODECOAtx,"Transport, peroxisomal"
4742,OMEPRAZOLEte,"Transport, extracellular"
4743,ONPTHLte,"Transport, extracellular"
4744,ORETNtn,"Transport, nuclear"
4745,ORETNtn2,"Transport, nuclear"
4746,ORNt3m,"Transport, mitochondrial"
4747,ORNt4m,"Transport, mitochondrial"
4748,ORNtiDF,"Transport, extracellular"
4749,OXAHCOtex,"Transport, extracellular"
4750,OXAtp,"Transport, peroxisomal"
4751,PA_HSter,"Transport, endoplasmic reticular"
4752,PA_HStg,"Transport, golgi apparatus"
4753,PA_HStn,"Transport, nuclear"
4754,PAFt,"Transport, extracellular"
4755,PAIL_HStn,"Transport, nuclear"
4756,PAIL45P_HStn,"Transport, nuclear"
4757,PAIL4P_HStn,"Transport, nuclear"
4758,PAPStg,"Transport, golgi apparatus"
4759,PAPtg,"Transport, golgi apparatus"
4760,PCFLOPm,"Transport, mitochondrial"
4761,PCHOL_HSter,"Transport, endoplasmic reticular"
4762,PCHOL_HStg,"Transport, golgi apparatus"
4763,PCREATtmdiffir,Urea cycle
4764,PCRNtc,Fatty acid oxidation
4765,PCRNtm,Fatty acid oxidation
4766,PE_HSter,"Transport, endoplasmic reticular"
4767,PE_HStg,"Transport, golgi apparatus"
4768,PE_HStm,"Transport, mitochondrial"
4769,PEFLIP,"Transport, extracellular"
4770,PEFLIPm,"Transport, mitochondrial"
4771,PEPLYStn,"Transport, nuclear"
4772,PERILLYLte,"Transport, extracellular"
4773,PEt,"Transport, extracellular"
4774,PGLYCt,"Transport, extracellular"
4775,PHEACGLNt,"Transport, extracellular"
4776,PHEMEtm,"Transport, mitochondrial"
4777,PHEt4,"Transport, extracellular"
4778,PHEtec,"Transport, extracellular"
4779,PHYQt,"Transport, extracellular"
4780,PHYTt,"Transport, extracellular"
4781,PIt2m,"Transport, mitochondrial"
4782,PIt7,"Transport, extracellular"
4783,PIter,"Transport, endoplasmic reticular"
4784,PItg,"Transport, golgi apparatus"
4785,PItn,"Transport, nuclear"
4786,PItx,"Transport, peroxisomal"
4787,PNTOt5,"Transport, extracellular"
4788,PPAt,"Transport, extracellular"
4789,PPAtm,"Transport, mitochondrial"
4790,PPItr,"Transport, endoplasmic reticular"
4791,PPItx,"Transport, peroxisomal"
4792,PPMI12346Ptn,"Transport, nuclear"
4793,PPPG9tm,Heme synthesis
4794,PPPItn,"Transport, nuclear"
4795,PRGNLONEtm,"Transport, mitochondrial"
4796,PRGNLONEtr,"Transport, endoplasmic reticular"
4797,PRGSTRNt,"Transport, extracellular"
4798,PRISTANALtx,"Transport, peroxisomal"
4799,PRISTCOAtx,"Transport, peroxisomal"
4800,PRISTtx,"Transport, peroxisomal"
4801,PRODt2r,"Transport, extracellular"
4802,PRODt2rL,"Transport, lysosomal"
4803,PROSTGD2t,"Transport, extracellular"
4804,PROSTGE1t,"Transport, extracellular"
4805,PROSTGE1t3,"Transport, extracellular"
4806,PROSTGE2t,"Transport, extracellular"
4807,PROSTGE2t2,"Transport, extracellular"
4808,PROSTGE2t3,"Transport, extracellular"
4809,PROSTGF2t,"Transport, extracellular"
4810,PROSTGH2t,"Transport, extracellular"
4811,PROSTGI2t,"Transport, extracellular"
4812,PROSTGI2tr,"Transport, endoplasmic reticular"
4813,PROt2r,"Transport, extracellular"
4814,PROt2rL,"Transport, lysosomal"
4815,PROtm,"Transport, mitochondrial"
4816,PS_HSter,"Transport, endoplasmic reticular"
4817,PS_HStg,"Transport, golgi apparatus"
4818,PSFLIP,"Transport, extracellular"
4819,PSFLIPm,"Transport, mitochondrial"
4820,PSt3,"Transport, extracellular"
4821,PTDCACRNt,Fatty acid oxidation
4822,PTDCAt,"Transport, extracellular"
4823,PYAM5Ptm,"Transport, mitochondrial"
4824,PYDAMtr,"Transport, extracellular"
4825,PYDX5Ptm,"Transport, mitochondrial"
4826,PYDXNtr,"Transport, extracellular"
4827,PYDXtr,"Transport, extracellular"
4828,PYRt2m,"Transport, mitochondrial"
4829,PYRt2p,D-alanine metabolism
4830,PYRt2r,"Transport, extracellular"
4831,RAtn,"Transport, nuclear"
4832,RAtn3,"Transport, nuclear"
4833,RBTt,"Transport, extracellular"
4834,RETFAt,"Transport, extracellular"
4835,RETFAt1,"Transport, extracellular"
4836,RETFAt2,"Transport, extracellular"
4837,RETNGLCt,"Transport, extracellular"
4838,RETNGLCt2,"Transport, endoplasmic reticular"
4839,RETNGLCt2r,"Transport, endoplasmic reticular"
4840,RETNGLCtr,"Transport, endoplasmic reticular"
4841,RETNt,"Transport, extracellular"
4842,RETNtr,"Transport, endoplasmic reticular"
4843,RETNtr2,"Transport, endoplasmic reticular"
4844,RETt,"Transport, extracellular"
4845,RIBFLVt3,"Transport, extracellular"
4846,RIBt,"Transport, extracellular"
4847,RIBt2,"Transport, extracellular"
4848,RTOTALCRNt,Fatty acid oxidation
4849,RTOTALt,"Transport, extracellular"
4850,Rtotaltl,"Transport, lysosomal"
4851,Rtotaltp,"Transport, peroxisomal"
4852,S2L2FN2M2MASNt,"Transport, extracellular"
4853,S2L2FN2M2MASNtly,"Transport, lysosomal"
4854,S2L2N2M2MASNtly,"Transport, lysosomal"
4855,SARCStex,"Transport, extracellular"
4856,SARCStm,"Transport, mitochondrial"
4857,SARCStp,"Transport, peroxisomal"
4858,SCP21x,"Transport, peroxisomal"
4859,SCP22x,"Transport, peroxisomal"
4860,SEAHCYStn,Selenoamino acid metabolism
4861,SEASMETtn,Selenoamino acid metabolism
4862,SELt4_3,"Transport, extracellular"
4863,Ser_Thrtg,"Transport, golgi apparatus"
4864,SERALANaEx,"Transport, extracellular"
4865,SERASNNaEx,"Transport, extracellular"
4866,SERCYSNaEx,"Transport, extracellular"
4867,SERDGLNexR,"Transport, extracellular"
4868,SERDGLYexR,"Transport, extracellular"
4869,SERGLNexR,"Transport, extracellular"
4870,SERGLNNaEx,"Transport, extracellular"
4871,SERGLYexR,"Transport, extracellular"
4872,SERLYSNaex,"Transport, extracellular"
4873,SERt4,"Transport, extracellular"
4874,SERTHRNaEx,"Transport, extracellular"
4875,SERtN1,"Transport, extracellular"
4876,SERtp,"Transport, peroxisomal"
4877,SGALSIDEtg,"Transport, golgi apparatus"
4878,SGALSIDEtl,"Transport, lysosomal"
4879,SLDt,Methionine and cysteine metabolism
4880,SO4CLtex2,"Transport, extracellular"
4881,SO4HCOtex,"Transport, extracellular"
4882,SO4OXAtex2,"Transport, extracellular"
4883,SO4t4_2,"Transport, extracellular"
4884,SO4tl,"Transport, lysosomal"
