,reactions,weights
2036,r0166,0.0
2037,r0170,0.0
2038,r0173,0.0
2039,r0178,0.0
2040,r0179,0.0
2041,r0181,0.0
2042,r0186,0.0
2043,r0191,0.0
2044,r0193,-4.307215435
2045,r0196,0.0
2046,r0202,0.0
2047,r0208,0.0
2048,r0210,-5.256606043
2049,r0220,0.0
2050,r0221,0.0
2051,r0224,0.0
2052,r0226,0.0
2053,r0236,0.0
2054,r0239,0.0
2055,r0242,0.0
2056,r0245,0.0
2057,r0246,0.0
2058,r0249,0.0
2059,r0267,0.0
2060,r0268,0.0
2061,r0280,0.0
2062,r0281,0.0
2063,r0283,0.0
2064,r0287,0.0
2065,r0295,0.0
2066,r0301,0.0
2067,r0308,0.0
2068,r0309,0.0
2069,r0310,0.0
2070,r0311,0.0
2071,r0317,0.0
2072,r0318,0.0
2073,r0319,0.0
2074,r0321,0.0
2075,r0330,0.0
2076,r0331,0.0
2077,r0339,0.0
2078,r0340,0.0
2079,r0345,0.0
2080,r0354,0.0
2081,r0355,0.0
2082,r0357,0.0
2083,r0358,0.0
2084,r0360,0.0
2085,r0361,0.0
2086,r0363,0.0
2087,r0364,0.0
2088,r0365,0.0
2089,r0377,0.0
2090,r0380,0.0
2091,r0381,0.0
2092,r0383,0.0
2093,r0384,0.0
2094,r0385,0.0
2095,r0386,0.0
2096,r0388,0.0
2097,r0389,0.0
2098,r0390,0.0
2099,r0391,3.881464824
2100,r0392,0.0
2101,r0393,0.0
2102,r0394,-6.172739543
2103,r0395,-6.172739543
2104,r0398,0.0
2105,r0399,0.0
2106,r0400,0.0
2107,r0402,0.0
2108,r0403,0.0
2109,r0407,0.0
2110,r0408,0.0
2111,r0409,0.0
2112,r0410,0.0
2113,r0413,0.0
2114,r0422,0.0
2115,r0423,0.0
2116,r0424,0.0
2117,r0425,0.0
2118,r0426,0.0
2119,r0430,0.0
2120,r0431,0.0
2121,r0432,0.0
2122,r0433,0.0
2123,r0434,0.0
2124,r0437,0.0
2125,r0438,0.0
2126,r0440,0.0
2127,r0441,0.0
2128,r0443,0.0
2129,r0444,0.0
2130,r0445,0.0
2131,r0446,0.0
2132,r0450,0.0
2133,r0451,0.0
2134,r0456,0.0
2135,r0463,0.0
2136,r0464,0.0
2137,r0465,0.0
2138,r0466,0.0
2139,r0470,0.0
2140,r0472,0.0
2141,r0474,0.0
2142,r0475,0.0
2143,r0480,0.0
2144,r0483,0.0
2145,r0494,0.0
2146,r0497,0.0
2147,r0502,-6.172739543
2148,r0504,-6.172739543
2149,r0510,0.0
2150,r0511,0.0
2151,r0512,0.0
2152,r0514,0.0
2153,r0517,0.0
2154,r0522,0.0
2155,r0523,-3.280099385
2156,r0525,0.0
2157,r0527,0.0
2158,r0531,0.0
2159,r0537,-3.563694711
2160,r0539,-4.794886761
2161,r0541,0.0
2162,r0545,0.0
2163,r0546,0.0
2164,r0547,0.0
2165,r0548,0.0
2166,r0549,0.0
2167,r0552,0.0
2168,r0553,0.0
2169,r0555,0.0
2170,r0556,0.0
2171,r0557,0.0
2172,r0558,0.0
2173,r0559,-5.722740184
2174,r0560,0.0
2175,r0568,0.0
2176,r0570,0.0
2177,r0571,0.0
2178,r0573,0.0
2179,r0575,0.0
2180,r0578,0.0
2181,r0579,0.0
2182,r0580,0.0
2183,r0584,0.0
2184,r0587,0.0
2185,r0590,0.0
2186,r0591,0.0
2187,r0594,0.0
2188,r0595,0.0
2189,r0596,0.0
2190,r0598,0.0
2191,r0603,0.0
2192,r0604,0.0
2193,r0610,0.0
2194,r0611,0.0
2195,r0614,0.0
2196,r0615,0.0
2197,r0616,0.0
2198,r0617,0.0
2199,r0618,0.0
2200,r0620,0.0
2201,r0626,0.0
2202,r0627,0.0
2203,r0629,0.0
2204,r0630,0.0
2205,r0633,0.0
2206,r0634,0.0
2207,r0636,0.0
2208,r0637,0.0
2209,r0638,0.0
2210,r0639,0.0
2211,r0641,4.616864
2212,r0642,0.0
2213,r0643,0.0
2214,r0644,-5.722740184
2215,r0645,0.0
2216,r0647,0.0
2217,r0648,4.616864
2218,r0649,4.616864
2219,r0650,0.0
2220,r0651,0.0
2221,r0652,0.0
2222,r0653,0.0
2223,r0655,0.0
2224,r0656,0.0
2225,r0660,0.0
2226,r0661,-3.869210687
2227,r0666,-3.995107347
2228,r0668,0.0
2229,r0669,-3.869210687
2230,r0670,0.0
2231,r0671,-3.575426204
2232,r0672,0.0
2233,r0673,0.0
2234,r0678,0.0
2235,r0679,0.0
2236,r0680,0.0
2237,r0681,0.0
2238,r0682,0.0
2239,r0683,0.0
2240,r0686,0.0
2241,r0688,0.0
2242,r0691,0.0
2243,r0692,0.0
2244,r0693,0.0
2245,r0694,0.0
2246,r0695,0.0
2247,r0696,0.0
2248,r0697,0.0
2249,r0698,0.0
2250,r0706,0.0
2251,r0707,0.0
2252,r0708,0.0
2253,r0709,0.0
2254,r0712,0.0
2255,r0713,0.0
2256,r0714,-3.869210687
2257,r0715,0.0
2258,r0716,-3.869210687
2259,r0717,-3.869210687
2260,r0718,0.0
2261,r0719,0.0
2262,r0720,-3.869210687
2263,r0721,-3.869210687
2264,r0722,0.0
2265,r0723,0.0
2266,r0724,0.0
2267,r0726,0.0
2268,r0727,-3.869210687
2269,r0728,-3.869210687
2270,r0729,-3.869210687
2271,r0730,0.0
2272,r0731,-3.869210687
2273,r0732,0.0
2274,r0733,0.0
2275,r0734,-3.869210687
2276,r0735,0.0
2277,r0737,0.0
2278,r0739,0.0
2279,r0741,0.0
2280,r0743,0.0
2281,r0744,0.0
2282,r0747,0.0
2283,r0750,0.0
2284,r0752,0.0
2285,r0753,0.0
2286,r0754,0.0
2287,r0755,0.0
2288,r0756,0.0
2289,r0757,0.0
2290,r0758,0.0
2291,r0760,0.0
2292,r0761,0.0
2293,r0762,0.0
2294,r0763,0.0
2295,r0764,0.0
2296,r0765,0.0
2297,r0766,0.0
2298,r0767,0.0
2299,r0768,0.0
2300,r0769,0.0
2301,r0770,0.0
2302,r0772,0.0
2303,r0773,0.0
2304,r0774,0.0
2305,r0775,0.0
2306,r0776,0.0
2307,r0777,0.0
2308,r0778,0.0
2309,r0779,0.0
2310,r0781,0.0
2311,r0782,0.0
2312,r0783,0.0
2313,r0784,0.0
2314,r0786,-3.563694711
2315,r0787,0.0
2316,r0788,0.0
2317,r0789,0.0
2318,r0791,0.0
2319,r0792,0.0
2320,r0795,0.0
2321,r0796,0.0
2322,r0797,0.0
2323,r0800,0.0
2324,r1109,0.0
2325,r1135,0.0
2326,r1146,0.0
2327,r1154,0.0
2328,r1156,0.0
2329,r1164,0.0
2330,r1165,0.0
2331,r1166,0.0
2332,r1167,0.0
2333,r1168,0.0
2334,r1169,0.0
2335,r1170,0.0
2336,r1171,0.0
2337,r1172,0.0
2338,r1173,0.0
2339,r1174,0.0
2340,r1175,0.0
2341,r1176,0.0
2342,r1177,0.0
2343,r1178,0.0
2344,r1179,0.0
2345,r1180,0.0
2346,r1181,0.0
2347,r1182,0.0
2348,r1183,0.0
2349,r1184,0.0
2350,r1251,0.0
2351,r1253,0.0
2352,r1254,0.0
2353,r1255,0.0
2354,r1257,0.0
2355,r1259,0.0
2356,r1260,0.0
2357,r1262,0.0
2358,r1313,0.0
2359,r1315,0.0
2360,r1316,0.0
2361,r1321,0.0
2362,r1322,0.0
2363,r1323,0.0
2364,r1324,0.0
2365,r1325,0.0
2366,r1326,0.0
2367,r1327,0.0
2368,r1328,0.0
2369,r1329,0.0
2370,r1332,0.0
2371,r1374,0.0
2372,r1377,0.0
2373,r1378,0.0
2374,r1380,0.0
2375,r1382,0.0
2376,r1383,0.0
2377,r1384,0.0
2378,r1386,0.0
2379,r1391,0.0
2380,r1392,0.0
2381,r1411,0.0
2382,r1418,0.0
2383,r1431,0.0
2384,r1432,0.0
2385,r1443,0.0
2386,r1444,0.0
2387,r1445,0.0
2388,r1446,0.0
2389,r1447,0.0
2390,r1448,0.0
2391,r1449,0.0
2392,r1450,0.0
2393,r1451,0.0
2394,r1457,0.0
2395,r1466,0.0
2396,r1472,0.0
2397,r1474,-3.869210687
2398,r1477,-3.869210687
2399,r1481,0.0
2400,r1487,0.0
2401,r1488,0.0
2402,RE0066C,0.0
2403,RE0066M,0.0
2404,RE0066R,0.0
2405,RE0124C,0.0
2406,RE0344M,0.0
2407,RE0344X,0.0
2408,RE0383C,0.0
2409,RE0452M,0.0
2410,RE0452N,0.0
2411,RE0453C,0.0
2412,RE0453M,0.0
2413,RE0453N,0.0
2414,RE0456M,0.0
2415,RE0456N,0.0
2416,RE0512C,0.0
2417,RE0512M,0.0
2418,RE0512X,0.0
2419,RE0549C,0.0
2420,RE0565C,0.0
2421,RE0566C,0.0
2422,RE0567C,0.0
2423,RE0568C,0.0
2424,RE0569C,0.0
2425,RE0569E,0.0
2426,RE0570C,0.0
2427,RE0571C,0.0
2428,RE0572N,0.0
2429,RE0573N,0.0
2430,RE0574C,0.0
2431,RE0575C,0.0
2432,RE0576C,0.0
2433,RE0577M,0.0
2434,RE0577X,0.0
2435,RE0578C,0.0
2436,RE0578M,0.0
2437,RE0578X,0.0
2438,RE0579C,0.0
2439,RE0579M,0.0
2440,RE0579X,0.0
2441,RE0580L,0.0
2442,RE0580R,0.0
2443,RE0581C,0.0
2444,RE0581R,0.0
2445,RE0582N,0.0
2446,RE0583C,0.0
2447,RE0583N,0.0
2448,RE0688C,3.271883576
2449,RE0688E,0.0
2450,RE0688X,0.0
2451,RE0689C,3.271883576
2452,RE0689E,0.0
2453,RE0689X,0.0
2454,RE0690C,3.271883576
2455,RE0690E,0.0
2456,RE0690X,0.0
2457,RE0691C,0.0
2458,RE0702C,0.0
2459,RE0702E,0.0
2460,RE0702L,0.0
2461,RE0702M,0.0
2462,RE0702N,0.0
2463,RE0827C,3.271883576
2464,RE0827E,0.0
2465,RE0827X,0.0
2466,RE0828C,3.271883576
2467,RE0828E,0.0
2468,RE0828X,0.0
2469,RE0830C,0.0
2470,RE0830N,0.0
2471,RE0864C,0.0
2472,RE0875C,0.0
2473,RE0908C,0.0
2474,RE0908G,0.0
2475,RE0908R,0.0
2476,RE0912C,0.0
2477,RE0915C,0.0
2478,RE0915E,0.0
2479,RE0916C,0.0
2480,RE0916G,0.0
2481,RE0916R,0.0
2482,RE0918C,0.0
2483,RE0918G,0.0
2484,RE0918R,0.0
2485,RE0919C,0.0
2486,RE0919R,0.0
2487,RE0920C,0.0
2488,RE0920R,0.0
2489,RE0921C,0.0
2490,RE0921R,0.0
2491,RE0922C,0.0
2492,RE0922R,0.0
2493,RE0923C,0.0
2494,RE0923R,0.0
2495,RE0924C,0.0
2496,RE0924R,0.0
2497,RE0925C,0.0
2498,RE0925R,0.0
2499,RE0926C,0.0
2500,RE0926E,0.0
2501,RE0927C,0.0
2502,RE0927R,0.0
2503,RE0928C,0.0
2504,RE0928R,0.0
2505,RE0935C,0.0
2506,RE0935E,0.0
2507,RE0936C,0.0
2508,RE0936E,0.0
2509,RE0937C,0.0
2510,RE0937E,0.0
2511,RE0938C,0.0
2512,RE0938E,0.0
2513,RE0944C,0.0
2514,RE0944E,0.0
2515,RE0958C,0.0
2516,RE0958E,0.0
2517,RE1050C,0.0
2518,RE1050E,0.0
2519,RE1050L,0.0
2520,RE1050N,0.0
2521,RE1062C,0.0
2522,RE1062M,0.0
2523,RE1063C,0.0
2524,RE1064C,0.0
2525,RE1077C,0.0
2526,RE1096C,0.0
2527,RE1096M,0.0
2528,RE1096R,0.0
2529,RE1099C,0.0
2530,RE1099G,0.0
2531,RE1099L,0.0
2532,RE1099R,0.0
2533,RE1100C,0.0
2534,RE1100G,0.0
2535,RE1100L,0.0
2536,RE1100R,0.0
2537,RE1134C,0.0
2538,RE1134M,0.0
2539,RE1134R,0.0
2540,RE1135C,0.0
2541,RE1135G,0.0
2542,RE1135L,0.0
2543,RE1135R,0.0
2544,RE1233C,0.0
2545,RE1233M,0.0
2546,RE1234C,0.0
2547,RE1235C,0.0
2548,RE1236C,0.0
2549,RE1238X,0.0
2550,RE1240C,0.0
2551,RE1254C,0.0
2552,RE1266C,0.0
2553,RE1303C,0.0
2554,RE1308C,0.0
2555,RE1308M,0.0
2556,RE1309C,0.0
2557,RE1309M,0.0
2558,RE1310C,0.0
2559,RE1310M,0.0
2560,RE1311C,0.0
2561,RE1311M,0.0
2562,RE1317C,0.0
2563,RE1441G,0.0
2564,RE1441R,0.0
2565,RE1447M,0.0
2566,RE1447N,0.0
2567,RE1448N,0.0
2568,RE1448R,0.0
2569,RE1473C,0.0
2570,RE1508C,0.0
2571,RE1514M,0.0
2572,RE1514X,0.0
2573,RE1516M,0.0
2574,RE1516X,0.0
2575,RE1517M,0.0
2576,RE1517X,0.0
2577,RE1518M,0.0
2578,RE1518X,0.0
2579,RE1519X,0.0
2580,RE1520M,0.0
2581,RE1520X,-3.869210687
2582,RE1521M,0.0
2583,RE1521X,-3.869210687
2584,RE1522M,0.0
2585,RE1522X,-3.869210687
2586,RE1523M,0.0
2587,RE1523X,-3.869210687
2588,RE1525C,0.0
2589,RE1525M,0.0
2590,RE1525X,0.0
2591,RE1526C,0.0
2592,RE1526M,0.0
2593,RE1526X,0.0
2594,RE1527C,0.0
2595,RE1527M,0.0
2596,RE1527X,0.0
2597,RE1530C,0.0
2598,RE1530M,0.0
2599,RE1531M,0.0
2600,RE1531X,0.0
2601,RE1532M,0.0
2602,RE1532X,0.0
2603,RE1533M,0.0
2604,RE1533X,0.0
2605,RE1534M,0.0
2606,RE1534X,0.0
2607,RE1537C,0.0
2608,RE1537X,0.0
2609,RE1538C,0.0
2610,RE1538X,0.0
2611,RE1539C,0.0
2612,RE1539X,0.0
2613,RE1573M,0.0
2614,RE1573X,0.0
2615,RE1582C,0.0
2616,RE1582L,0.0
2617,RE1582R,0.0
2618,RE1587C,0.0
2619,RE1587L,0.0
2620,RE1587R,0.0
2621,RE1627C,0.0
2622,RE1628C,0.0
2623,RE1629C,0.0
2624,RE1630C,0.0
2625,RE1630R,0.0
2626,RE1631C,0.0
2627,RE1632C,0.0
2628,RE1632R,0.0
2629,RE1635C,0.0
2630,RE1635M,0.0
2631,RE1635R,0.0
2632,RE1635X,0.0
2633,RE1651C,0.0
2634,RE1653C,0.0
2635,RE1691M,0.0
2636,RE1699C,0.0
2637,RE1700C,0.0
2638,RE1701C,0.0
2639,RE1702C,0.0
2640,RE1709C,0.0
2641,RE1709N,0.0
2642,RE1711C,0.0
2643,RE1711M,0.0
2644,RE1796C,0.0
2645,RE1796M,0.0
2646,RE1796R,0.0
2647,RE1803C,0.0
2648,RE1804C,0.0
2649,RE1804M,5.589189401
2650,RE1806C,0.0
2651,RE1806R,0.0
2652,RE1807C,0.0
2653,RE1807M,5.589189401
2654,RE1808R,0.0
2655,RE1809C,0.0
2656,RE1809R,0.0
2657,RE1810M,0.0
2658,RE1811C,0.0
2659,RE1811R,0.0
2660,RE1812C,0.0
2661,RE1812R,0.0
2662,RE1815C,0.0
2663,RE1815M,0.0
2664,RE1815R,0.0
2665,RE1815X,0.0
2666,RE1816C,0.0
2667,RE1816M,0.0
2668,RE1816R,0.0
2669,RE1816X,0.0
2670,RE1817C,0.0
2671,RE1817M,0.0
2672,RE1817R,0.0
2673,RE1817X,0.0
2674,RE1818C,0.0
2675,RE1818M,0.0
2676,RE1818R,0.0
2677,RE1818X,0.0
2678,RE1819C,0.0
2679,RE1819M,0.0
2680,RE1819X,0.0
2681,RE1826C,0.0
2682,RE1826M,5.589189401
2683,RE1827C,0.0
2684,RE1827M,5.589189401
2685,RE1828C,0.0
2686,RE1828M,5.589189401
2687,RE1829C,0.0
2688,RE1829M,5.589189401
2689,RE1830C,0.0
2690,RE1830M,5.589189401
2691,RE1834C,0.0
2692,RE1834M,0.0
2693,RE1834X,0.0
2694,RE1835C,0.0
2695,RE1835M,0.0
2696,RE1835X,0.0
2697,RE1836C,0.0
2698,RE1836M,0.0
2699,RE1845C,0.0
2700,BAAT5x,0.0
2701,RE1846C,0.0
2702,RE1846X,0.0
2703,RE1860C,0.0
2704,RE1860E,0.0
2705,RE1897C,0.0
2706,RE1898C,0.0
2707,RE1899C,0.0
2708,RE1901R,0.0
2709,RE1903R,0.0
2710,RE1904C,0.0
2711,RE1904R,0.0
2712,RE1905C,0.0
2713,RE1905R,0.0
2714,RE1906C,0.0
2715,RE1906R,0.0
2716,RE1907C,0.0
2717,RE1915C,0.0
2718,RE1916C,0.0
2719,RE1916X,0.0
2720,RE1917C,0.0
2721,RE1918C,0.0
2722,RE1919C,0.0
2723,RE1920C,0.0
2724,RE1922C,0.0
2725,RE1923C,0.0
2726,RE1925C,0.0
2727,RE1927C,0.0
2728,RE1933C,0.0
2729,RE1938C,0.0
2730,RE1938R,0.0
2731,RE1941C,0.0
2732,RE1941R,0.0
2733,RE1942C,0.0
2734,RE1942R,0.0
2735,RE1943C,0.0
2736,RE1943R,0.0
2737,RE1944C,0.0
2738,RE1952C,0.0
2739,RE1952R,0.0
2740,RE1952X,0.0
2741,RE1954C,0.0
2742,RE1956C,0.0
2743,RE1956R,0.0
2744,RE1956X,0.0
2745,RE1957G,0.0
2746,RE1957R,0.0
2747,RE1978C,0.0
2748,RE2026C,0.0
2749,RE2027C,0.0
2750,RE2028C,0.0
2751,RE2029C,0.0
2752,RE2030M,0.0
2753,RE2031M,0.0
2754,RE2032M,0.0
2755,RE2034C,0.0
2756,RE2040C,0.0
2757,RE2041C,0.0
2758,RE2048N,0.0
2759,RE2048R,0.0
2760,RE2050C,0.0
2761,RE2050R,0.0
2762,RE2051C,0.0
2763,RE2051G,0.0
2764,RE2051R,0.0
2765,RE2067C,0.0
2766,RE2068C,0.0
2767,RE2069C,0.0
2768,RE2078M,0.0
2769,RE2079R,0.0
2770,RE2080C,0.0
2771,RE2081C,0.0
2772,RE2111M,0.0
2773,RE2112C,0.0
2774,RE2112R,0.0
2775,RE2117M,0.0
2776,RE2122C,0.0
2777,RE2124C,0.0
2778,RE2127C,0.0
2779,RE2128C,0.0
2780,RE2129C,0.0
2781,RE2130C,0.0
2782,RE2131C,0.0
2783,RE2132C,0.0
2784,RE2133C,0.0
2785,RE2146C,0.0
2786,RE2146R,0.0
2787,RE2147C,0.0
2788,RE2149C,0.0
2789,RE2149R,0.0
2790,RE2150C,0.0
2791,RE2150R,0.0
2792,RE2151C,0.0
2793,RE2151R,0.0
2794,RE2152C,0.0
2795,RE2154C,0.0
2796,RE2155C,0.0
2797,RE2155R,0.0
2798,RE2156M,0.0
2799,RE2220C,0.0
2800,RE2221C,0.0
2801,RE2221M,5.589189401
2802,RE2223M,0.0
2803,RE2235C,0.0
2804,RE2235R,0.0
2805,RE2240C,0.0
2806,RE2248C,0.0
2807,RE2249C,0.0
2808,RE2250C,0.0
2809,RE2251C,0.0
2810,RE2252C,0.0
2811,RE2265C,0.0
2812,RE2269C,0.0
2813,RE2269E,0.0
2814,RE2270C,0.0
2815,RE2270E,0.0
2816,RE2272C,0.0
2817,RE2272L,0.0
2818,RE2273C,0.0
2819,RE2273E,0.0
2820,RE2292C,0.0
2821,RE2296C,0.0
2822,RE2296X,0.0
2823,RE2304E,0.0
2824,RE2306C,0.0
2825,RE2318C,0.0
2826,RE2318M,0.0
2827,RE2318R,0.0
2828,RE2318X,0.0
2829,RE2319C,0.0
2830,RE2319M,0.0
2831,RE2319R,0.0
2832,RE2319X,0.0
2833,RE2327C,0.0
2834,RE2333C,0.0
2835,RE2334C,0.0
2836,RE2335C,0.0
2837,RE2346C,0.0
2838,RE2349C,0.0
2839,RE2349M,0.0
2840,RE2360C,0.0
2841,RE2360N,0.0
2842,RE2373C,0.0
2843,RE2375C,0.0
2844,RE2377C,0.0
2845,RE2382C,0.0
2846,RE2382R,0.0
2847,RE2383C,0.0
2848,RE2383R,0.0
2849,RE2384C,0.0
2850,RE2386C,0.0
2851,RE2387C,0.0
2852,RE2387R,0.0
2853,RE2398C,0.0
2854,RE2398R,0.0
2855,RE2404C,0.0
2856,RE2404R,0.0
2857,RE2405C,0.0
2858,RE2405R,0.0
2859,RE2407C,0.0
2860,RE2410C,0.0
2861,RE2410N,0.0
2862,RE2426C,0.0
2863,RE2427M,0.0
2864,RE2428M,0.0
2865,RE2429M,0.0
2866,RE2439C,0.0
2867,RE2440C,0.0
2868,RE2442C,0.0
2869,RE2443C,0.0
2870,RE2443M,0.0
2871,RE2444C,0.0
2872,RE2445C,0.0
2873,RE2445E,0.0
2874,RE2452C,0.0
2875,RE2453M,0.0
2876,RE2454M,0.0
2877,RE2459C,0.0
2878,RE2474C,0.0
2879,RE2474R,0.0
2880,RE2476C,0.0
2881,RE2477C,0.0
2882,RE2513C,0.0
2883,RE2513E,0.0
2884,RE2513L,0.0
2885,RE2513N,0.0
2886,RE2514C,0.0
2887,RE2514E,0.0
2888,RE2514L,0.0
2889,RE2514N,0.0
2890,RE2520C,0.0
2891,RE2521C,0.0
2892,RE2522C,0.0
2893,RE2522X,0.0
2894,RE2523C,0.0
2895,RE2523X,0.0
2896,RE2524C,0.0
2897,RE2524X,0.0
2898,RE2525C,0.0
2899,RE2525X,0.0
2900,RE2526C,0.0
2901,RE2533C,0.0
2902,RE2541C,0.0
2903,RE2541E,0.0
2904,RE2541L,0.0
2905,RE2562C,0.0
2906,RE2563C,0.0
2907,RE2594C,0.0
2908,RE2596C,0.0
2909,RE2605C,0.0
2910,RE2622C,0.0
2911,RE2622R,0.0
2912,RE2624M,0.0
2913,RE2624X,0.0
2914,RE2625C,0.0
2915,RE2625M,5.589189401
2916,RE2626C,0.0
2917,RE2626M,5.589189401
2918,RE2632C,0.0
2919,RE2632M,5.589189401
2920,RE2633C,0.0
2921,RE2633R,0.0
2922,RE2635C,0.0
2923,RE2635R,0.0
2924,RE2636C,0.0
2925,RE2636R,0.0
2926,RE2637C,0.0
2927,RE2637X,0.0
2928,RE2638C,0.0
2929,RE2638X,0.0
2930,RE2640C,0.0
2931,RE2642C,0.0
2932,RE2644C,0.0
2933,RE2649C,0.0
2934,RE2649M,0.0
2935,RE2649X,0.0
2936,RE2651R,0.0
2937,RE2655R,0.0
2938,RE2658C,0.0
2939,RE2658R,0.0
2940,RE2659R,0.0
2941,RE2660C,0.0
2942,RE2660N,0.0
2943,RE2666C,0.0
2944,RE2666G,0.0
2945,RE2675C,0.0
2946,RE2677C,0.0
2947,RE2677E,0.0
2948,RE2677G,0.0
2949,RE2677N,0.0
2950,RE2677R,0.0
2951,RE2680C,0.0
2952,RE2704C,0.0
2953,RE2705C,0.0
2954,RE2717L,0.0
2955,RE2718C,5.972356704
2956,RE2718G,5.972356704
2957,RE2722C,5.972356704
2958,RE2722G,5.972356704
2959,RE2759X,0.0
2960,RE2766C,0.0
2961,RE2768C,0.0
2962,RE2768M,0.0
2963,RE2768R,0.0
2964,RE2799C,0.0
2965,RE2813C,0.0
2966,RE2814M,0.0
2967,RE2814R,0.0
2968,RE2848C,0.0
2969,RE2849C,0.0
2970,RE2850C,0.0
2971,RE2851C,0.0
2972,RE2852C,0.0
2973,RE2853C,0.0
2974,RE2854C,0.0
2975,RE2856C,0.0
2976,RE2857C,0.0
2977,RE2858C,0.0
2978,RE2859C,0.0
2979,RE2860C,0.0
2980,RE2861C,0.0
2981,RE2862C,0.0
2982,RE2863C,0.0
2983,RE2864C,0.0
2984,RE2865C,0.0
2985,RE2866C,0.0
2986,RE2867C,0.0
2987,RE2868C,0.0
2988,RE2869C,0.0
2989,RE2870C,0.0
2990,RE2871C,0.0
2991,RE2872C,0.0
2992,RE2873C,0.0
2993,RE2874C,0.0
2994,RE2875C,0.0
2995,RE2876C,0.0
2996,RE2877C,0.0
2997,RE2878C,0.0
2998,RE2880C,0.0
2999,RE2888C,0.0
3000,RE2888E,0.0
3001,RE2888N,0.0
3002,RE2897C,0.0
3003,RE2898C,0.0
3004,RE2899C,0.0
3005,RE2908C,0.0
3006,RE2908M,0.0
3007,RE2908X,0.0
3008,RE2909C,0.0
3009,RE2909M,0.0
3010,RE2909X,0.0
3011,RE2910C,0.0
3012,RE2910M,0.0
3013,RE2910X,0.0
3014,RE2912M,0.0
3015,RE2912X,0.0
3016,RE2913M,0.0
3017,RE2913X,0.0
3018,RE2914M,0.0
3019,RE2914X,0.0
3020,RE2915M,0.0
3021,RE2915X,0.0
3022,RE2916M,0.0
3023,RE2916X,0.0
3024,RE2917M,0.0
3025,RE2917X,0.0
3026,RE2919M,0.0
3027,RE2919X,-3.869210687
3028,RE2920M,0.0
3029,RE2920X,-3.869210687
3030,RE2921M,0.0
3031,RE2921X,-3.869210687
3032,RE2948C,0.0
3033,RE2954C,0.0
3034,RE2958C,0.0
3035,RE2972G,0.0
3036,RE2972M,0.0
3037,RE2972R,0.0
3038,RE2973G,0.0
3039,RE2973N,0.0
3040,RE2974G,0.0
3041,RE2974N,0.0
3042,RE2974R,0.0
3043,RE2975C,0.0
3044,RE2975M,0.0
3045,RE2985M,0.0
3046,RE2985X,0.0
3047,RE2986X,-3.869210687
3048,RE2987X,0.0
3049,RE2988X,0.0
3050,RE2989X,0.0
3051,RE2990X,-3.869210687
3052,RE2991X,0.0
3053,RE2992M,0.0
3054,RE2992X,0.0
3055,RE2993X,0.0
3056,RE2994X,0.0
3057,RE2995M,0.0
3058,RE2995X,0.0
3059,RE2996X,0.0
3060,RE2997X,0.0
3061,RE2998M,0.0
3062,RE2999M,0.0
3063,RE3000M,0.0
3064,RE3001M,0.0
3065,RE3002X,0.0
3066,RE3003M,0.0
3067,RE3004M,0.0
3068,RE3005M,0.0
3069,RE3006M,0.0
3070,RE3009C,0.0
3071,RE3010C,0.0
3072,RE3010M,0.0
3073,RE3010R,0.0
3074,RE3010X,0.0
3075,RE3011M,0.0
3076,RE3011R,0.0
3077,RE3012C,0.0
3078,RE3012M,0.0
3079,RE3012R,0.0
3080,RE3013C,0.0
3081,RE3013R,0.0
3082,RE3014C,0.0
3083,RE3014R,0.0
3084,RE3015C,0.0
3085,RE3015R,0.0
3086,RE3016R,0.0
3087,RE3017R,0.0
3088,RE3018C,0.0
3089,RE3018R,0.0
3090,RE3019C,0.0
3091,RE3019R,0.0
3092,RE3020C,0.0
3093,RE3020R,0.0
3094,RE3021C,0.0
3095,RE3022C,0.0
3096,RE3033C,0.0
3097,RE3033N,0.0
3098,RE3033R,0.0
3099,RE3036C,0.0
3100,RE3036N,0.0
3101,RE3038C,0.0
3102,RE3038N,0.0
3103,RE3038R,0.0
3104,RE3038X,0.0
3105,RE3039C,0.0
3106,RE3040C,0.0
3107,RE3040R,0.0
3108,RE3040X,0.0
3109,RE3041C,0.0
3110,RE3041N,0.0
3111,RE3044C,0.0
3112,RE3044N,0.0
3113,RE3045C,0.0
3114,RE3050R,0.0
3115,RE3066X,0.0
3116,RE3072X,0.0
3117,RE3073X,0.0
3118,RE3074X,0.0
3119,RE3075C,0.0
3120,RE3075X,0.0
3121,RE3076X,0.0
3122,RE3079C,0.0
3123,RE3079X,0.0
3124,RE3081X,-3.869210687
3125,RE3082X,0.0
3126,RE3083X,0.0
3127,RE3084X,0.0
3128,RE3086X,0.0
3129,RE3087X,-3.869210687
3130,RE3088X,0.0
3131,RE3089X,0.0
3132,RE3090X,0.0
3133,RE3092X,-3.869210687
3134,RE3093X,0.0
3135,RE3095C,0.0
3136,RE3095L,0.0
3137,RE3095X,0.0
3138,RE3097X,0.0
3139,RE3103C,0.0
3140,RE3103R,0.0
3141,RE3104C,0.0
3142,RE3104R,0.0
3143,RE3106C,0.0
3144,RE3106R,0.0
3145,RE3108C,0.0
3146,RE3110C,0.0
3147,RE3110R,0.0
3148,RE3111C,0.0
3149,RE3111M,0.0
3150,RE3111R,0.0
3151,RE3112C,0.0
3152,RE3112R,0.0
3153,RE3113C,0.0
3154,RE3113R,0.0
